about,prefLabel,altLabel,broader,facetaAcronimo,faceta
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor;coordenacao.geral.atencao.saude.seguranca.trabalho.servidor,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor. Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor",CGSET,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor,CGSET – Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor::Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor;coordenacao.geral.previdencia.beneficios.servidor,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor. Coordenação-Geral de Previdência e Benefícios do Servidor",CGPRE,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor,CGPRE – Coordenação-Geral de Previdência e Benefícios do Servidor,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor::Coordenação-Geral de Previdência e Benefícios do Servidor"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor;coordenacao.geral.rede.siass,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor. Coordenação-Geral da Rede SIASS",CGRED,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.politicas.saude.previdencia.beneficios.servidor,CGRED – Coordenação-Geral da Rede SIASS,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Políticas de Saúde, Previdência e Benefícios do Servidor::Coordenação-Geral da Rede SIASS"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.desenvolvimento.desempenho.institucional,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Desenvolvimento e Desempenho Institucional",,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica,,"Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Desenvolvimento e Desempenho Institucional"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.desenvolvimento.desempenho.institucional;coordenacao.geral.politicas.desempenho.desenvolvimento.pessoas,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Desenvolvimento e Desempenho Institucional. Coordenação-Geral de Políticas de Desempenho e de Desenvolvimento de Pessoas",,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.desenvolvimento.desempenho.institucional,,"Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Desenvolvimento e Desempenho Institucional::Coordenação-Geral de Políticas de Desempenho e de Desenvolvimento de Pessoas"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público",SEGRT,#ministerio.planejamento.orcamento.gestao,SEGRT – Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor",DENOB,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico,DENOB – Departamento de Normas e Benefícios do Servidor,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor;coordenacao.geral.atencao.saude.seguranca.trabalho.servidor,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor",CGSET,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,CGSET – Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho do Servidor"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor;coordenacao.geral.previdencia.beneficios.servidor,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Previdência e Benefícios do Servidor",CGPRE,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,CGPRE – Coordenação-Geral de Previdência e Benefícios do Servidor,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Previdência e Benefícios do Servidor"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor;coordenacao.geral.aplicacao.normas,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Aplicação das Normas",CGNOR,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,CGNOR – Coordenação-Geral de Aplicação das Normas,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Aplicação das Normas"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor;coordenacao.geral.elaboracao.consolidacao.sistematizacao.normas,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Elaboração, Consolidação e Sistematização das Normas",CGECS,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,"CGECS – Coordenação-Geral de Elaboração, Consolidação e Sistematização das Normas","Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Elaboração, Consolidação e Sistematização das Normas"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor;coordenacao.geral.extintos.territorios.empregados.publicos.militares,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares",CGEXT,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publico;departamento.normas.beneficios.servidor,"CGEXT – Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares","Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão de Pessoas e Relações do Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares"
tribunal.regional.trabalho;gabinete.presidencia,"Tribunal Regional do Trabalho. Gabinete da Presidência",GP,#tribunal.regional.trabalho,GP – Gabinete da Presidência,Federal::Judiciário::Tribunal Regional do Trabalho::Gabinete da Presidência
tribunal.regional.trabalho;gabinete.corregedoria,"Tribunal Regional do Trabalho. Gabinete da Corregedoria",GCR,#tribunal.regional.trabalho,GCR – Gabinete da Corregedoria,Federal::Judiciário::Tribunal Regional do Trabalho::Gabinete da Corregedoria
tribunal.regional.trabalho;secretaria.geral.presidencia,"Tribunal Regional do Trabalho. Secretaria-Geral da Presidência",SEGP,#tribunal.regional.trabalho,SEGP – Secretaria-Geral da Presidência,Federal::Judiciário::Tribunal Regional do Trabalho::Secretaria-Geral da Presidência
tribunal.regional.trabalho;gabinete.vice.corregedoria,"Tribunal Regional do Trabalho. Gabinete da Vice-Corregedoria",GVCR,#tribunal.regional.trabalho,GVCR – Gabinete da Vice-Corregedoria,Federal::Judiciário::Tribunal Regional do Trabalho::Gabinete da Vice-Corregedoria
tribunal.regional.trabalho;diretoria.geral.judiciaria,"Tribunal Regional do Trabalho. Diretoria-Geral Judiciária",DGJ,#tribunal.regional.trabalho,DGJ – Diretoria-Geral Judiciária,Federal::Judiciário::Tribunal Regional do Trabalho::Diretoria-Geral Judiciária
tribunal.regional.trabalho;vice.presidencia.administrativa,"Tribunal Regional do Trabalho. Vice-Presidência Administrativa",VPADM,#tribunal.regional.trabalho,VPADM – Vice-Presidência Administrativa,Federal::Judiciário::Tribunal Regional do Trabalho::Vice-Presidência Administrativa
tribunal.regional.trabalho;corregedoria.regional,"Tribunal Regional do Trabalho. Corregedoria Regional",CR,#tribunal.regional.trabalho,CR – Corregedoria Regional,Federal::Judiciário::Tribunal Regional do Trabalho::Corregedoria Regional
"tribunal.regional.trabalho;gabinete.corregedoria,tribunal.regional.trabalho;gabinete.presidencia","Tribunal Regional do Trabalho. Gabinete da Corregedoria; Tribunal Regional do Trabalho. Gabinete da Presidência",,,,
ministerio.planejamento.desenvolvimento.gestao,"Ministério do Planejamento, Desenvolvimento e Gestão",MP,,"MP – Ministério do Planejamento, Desenvolvimento e Gestão","Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público",SEGRT,#ministerio.planejamento.desenvolvimento.gestao,SEGRT – Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor",DENOB,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao,DENOB – Departamento de Normas e Benefícios do Servidor,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.gestao.pessoal.civil,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Gestão de Pessoal Civil",DEGEP,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao,DEGEP – Departamento de Gestão de Pessoal Civil,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Gestão de Pessoal Civil"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.gestao.sistemas.pessoal,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Gestão dos Sistemas de Pessoal",DGSIS,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao,DGSIS – Departamento de Gestão dos Sistemas de Pessoal,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Gestão dos Sistemas de Pessoal"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.carreiras.concursos.desenvolvimento.pessoas,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Carreiras, Concursos e Desenvolvimento de Pessoas",DECDP,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao,"DECDP – Departamento de Carreiras, Concursos e Desenvolvimento de Pessoas","Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Carreiras, Concursos e Desenvolvimento de Pessoas"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor;coordenacao.geral.elaboracao.consolidacao.sistematizacao.normas,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Elaboração, Consolidação e Sistematização de Normas",CGECS,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,"CGECS – Coordenação-Geral de Elaboração, Consolidação e Sistematização de Normas","Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Elaboração, Consolidação e Sistematização de Normas"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor;coordenacao.geral.aplicacao.normas,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Aplicação de Normas",CGNOR,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,CGNOR – Coordenação-Geral de Aplicação de Normas,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Aplicação de Normas"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor;coordenacao.geral.extintos.territorios.empregados.publicos.militares,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares",CGEXT,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,"CGEXT – Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares","Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Extintos Territórios, Empregados Públicos e Militares"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor;coordenacao.geral.atencao.saude.seguranca.trabalho,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho",CGSET,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,CGSET – Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Atenção à Saúde e à Segurança do Trabalho"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor;coordenacao.geral.previdencias.beneficios,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Normas e Benefícios do Servidor. Coordenação-Geral de Previdência e Benefícios",CGPRE,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.normas.beneficios.servidor,CGPRE – Coordenação-Geral de Previdência e Benefícios,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Normas e Benefícios do Servidor::Coordenação-Geral de Previdência e Benefícios"
ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.gestao.pessoal.civil;coordenacao.geral.manutencao.cadastro,"Ministério do Planejamento, Desenvolvimento e Gestão. Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público. Departamento de Gestão de Pessoal Civil. Coordenação-Geral de Manutenção de Cadastro",CGCAD,#ministerio.planejamento.desenvolvimento.gestao;secretaria.gestao.pessoas.relacoes.trabalho.servico.publicao;departamento.gestao.pessoal.civil,CGCAD – Coordenação-Geral de Manutenção de Cadastro,"Federal::Executivo::Ministério do Planejamento, Desenvolvimento e Gestão::Secretaria de Gestão de Pessoas e Relações de Trabalho no Serviço Público::Departamento de Gestão de Pessoal Civil::Coordenação-Geral de Manutenção de Cadastro"
